Log_Ret_Close,Log_Ret_Overnight,High_Rel,Low_Rel,Log_Vol_Change,Target
0.0017272177452766408,0.0027529301101510634,1.0046132148269666,0.9937091450455986,0.19811129436247557,0
-0.016034081845638194,1.0586893090221044e-07,1.0039649504459043,0.9830674369787804,-0.08626143391886944,0
-0.001850212976379988,0.0036905558926507475,1.0011806645669228,0.9872490748886233,-0.14604635387043013,1
0.00662614593676808,-0.001330694639944694,1.008083748261789,0.9941037802481082,-0.06386740064625793,0
-0.008860494565284581,0.0038609717251292396,1.0009398711473048,0.9795583044799793,0.032137632497161873,0
-0.011440190984518482,-0.004388310284975379,1.0027727266025703,0.986758527954896,0.2515910202257682,1
0.014007148371653217,0.000722187010881576,1.014720624970936,0.9818636366322334,0.01904899480891386,0
-0.005808671937690656,-0.002566949416554585,1.0016657685640356,0.9948121864054374,-0.3362088580268252,0
-0.01685331043817905,0.007136682060914185,1.0031764820191038,0.976011018910585,0.3165002232631605,1
0.04328764354820326,0.011586978294654323,1.0329285111859088,0.9947679888435715,0.20606182744596274,0
-0.015511880590860295,-0.000604519928801545,1.0029779969297463,0.9748267158039784,-0.17607302049537388,0
-0.017437731945954077,0.0016513880711626985,1.005799641900883,0.9770368831010545,-0.006553127456360383,0
-0.05087077766616105,-0.00621892716257675,1.00348191195617,0.9534771597268192,0.3714997321277534,1
0.026547259354917217,0.023785782868657044,1.0108141985325085,0.9885437772438345,0.18945823466352174,1
0.014033895169285472,0.01408245293399121,1.0376790678069057,0.9836368195578926,0.5607602959697825,1
0.009376525448320655,0.004409378908294762,1.018032351990065,0.9646120013864585,-0.08057534803282915,0
-0.042200354490376416,-0.014292838050528452,1.0027813706865252,0.9695993336854539,-0.38382365137061536,0
-0.036953115839954774,0.008941929741451075,1.0055699168449912,0.9461408044381918,0.05990743591745704,1
0.013806348477765868,0.001612962360566279,1.018869901916154,0.9944378135674706,-0.5077471034211389,1
0.005786115907586426,0.006041441711445422,1.0020927773420665,0.9870858845616712,-0.07119886605194177,1
0.017059756439277995,-0.003529204047229762,1.0257724469003682,0.9961571766337403,-0.12655406792922558,0
-0.03670404438479145,-0.012627705102776256,1.0083363539727443,0.9737712354457042,0.20806871835181592,1
0.01759986852130212,0.0030154427647007174,1.0174946632013777,0.9907594143664491,0.1153730482172438,0
-0.0068791208462974434,0.001176176390221808,1.0111911525849424,0.9913638309360691,-0.5754201262650761,1
0.010606950250934671,0.011778555349086076,1.0054984117549777,0.9914978199738831,0.2801144759161875,0
-0.005468784516689319,-0.001530307439592238,1.0036246345376008,0.9916790850271922,-0.5358117494968696,1
0.01803024215848238,-0.0012308962013325882,1.024989761018261,0.9957922546573493,0.39606661883363464,1
0.008570505335833062,-0.0028226861977734214,1.0178184550460272,0.9868255360743988,0.174804260291852,1
0.014958979616502732,0.007755086656802288,1.0086659402735612,0.997920192846791,-0.18688392727180075,0
-0.004187681760882412,0.003876403157406024,1.0005877013872775,0.9836916134397394,-0.2199148563354058,1
0.001874369666631331,-0.004552469076134229,1.0112087746180243,0.9964787501307796,-0.03159306634083618,0
-0.006228734019364164,-0.005286956657453895,1.0066382171958947,0.9962844688682145,-0.01754940811171051,0
-0.006217239960802441,0.0033171316691996593,1.0007907003138254,0.9844321184143499,-0.06181862262124492,0
-0.016907089867305228,-0.00209797136118834,1.0066500187554361,0.9785500429015164,0.38694407263710834,1
0.0181038597703941,0.00591982126669889,1.0161933448628677,0.9980325433534537,-0.22207786037561603,1
