Close,High,Low,Open,Volume,Target
6.418384075164795,6.433079624486552,6.369498749731625,6.4009892697673445,493729600,1
6.429480075836182,6.4657692680287715,6.395589821602762,6.436078256388881,601904800,0
6.327211380004883,6.454973360062211,6.320613198722003,6.429480787347484,552160000,0
6.315512657165527,6.358100507320875,6.269626518023752,6.350602575880924,477131200,1
6.357501029968262,6.3581012649785595,6.26992798327909,6.307116125958441,447610800,0
6.301418781280518,6.388092480406524,6.2516333091974765,6.382094134270341,462229600,0
6.229740142822266,6.291222397736795,6.1907520892199335,6.2738267912926595,594459600,1
6.317611217498779,6.3260088995677455,6.1211706460340904,6.2342370342072595,605892000,0
6.281023979187012,6.311915059273364,6.268727770863939,6.301418354669319,432894000,0
6.1760573387146,6.346106891617456,6.174257834410721,6.326012426890809,594067600,1
6.449275016784668,6.453773777089586,6.215345487284455,6.248035277562419,730007600,0
6.350003719329834,6.464568918763532,6.283123366073346,6.445374612955087,612152800,0
6.240236282348633,6.3973897535508755,6.214444193854593,6.360501124717352,608154400,0
5.930728912353516,6.22314147504131,5.913034592356184,6.201548230112118,881767600,1
6.090281009674072,6.139165925840745,6.003906832994564,6.073486041998157,1065699600,1
6.176356315612793,6.409386881972416,6.075586492482457,6.176656232951103,1867110000,1
6.234537601470947,6.31551286109569,5.9841118887967175,6.20364652336444,1722568400,0
5.976914882659912,6.163159520347601,5.959220562937903,6.146065035221159,1173502400,0
5.7600789070129395,6.064188188295876,5.705795086572075,6.030598257476185,1245952400,1
5.840156555175781,5.87824525608362,5.73728731124516,5.769377665419896,749876400,1
5.874044895172119,5.8878410890925075,5.799667417023564,5.875544881891391,698342400,1
5.975114822387695,6.004206397139721,5.830857818977746,5.853351213793034,615328000,0
5.759780406951904,5.949323335448681,5.745384376553396,5.900137699101042,757652000,1
5.86204719543457,5.878242724639399,5.723788566166591,5.777173028254012,850306800,0
5.821861743927002,5.934628255044748,5.818262736044245,5.868947962879082,478270800,1
5.883942604064941,5.92323056667495,5.840755316371396,5.890840301116595,632886800,0
5.851851463317871,5.89623881758741,5.826059379681191,5.87494429160159,370361600,1
5.958320617675781,5.9907112865384375,5.8200619419817405,5.844654760831028,550345600,1
6.009604454040527,6.047393226340155,5.863248040797161,5.941524440197623,655468800,1
6.100179195404053,6.108876397622582,6.0437959381669915,6.056392065707889,543737600,0
6.074685096740723,6.1274689288267705,6.023999484045746,6.123869921978118,436396800,1
6.086080551147461,6.1148722026757945,6.025798393643817,6.047091714552851,422825200,0
6.048293113708496,6.094179655749276,6.031498146800547,6.053991942333867,415469600,0
6.010805130004883,6.073186730757388,5.973916501233123,6.068388454102314,390563600,0
5.9100341796875,6.038096046683881,5.869546550876753,5.998207851969282,575094800,1
6.018002986907959,6.041395734646007,5.933427512524327,5.945124286816969,460566400,1
6.058191299438477,6.08398338803463,5.904937153186134,5.919632701398871,665126000,1
6.136767387390137,6.153262438852178,6.058191055071087,6.069587512313919,507460800,1
6.267829418182373,6.2831244013840735,6.161660683960263,6.170657803565441,550093600,0
6.26362943649292,6.323011456190338,6.230339018863525,6.296019301435835,566546400,1
6.278024196624756,6.294219729556133,6.236337296884685,6.266328223688183,372052800,1
6.319411277770996,6.325709539877828,6.257029692459706,6.276524713690123,366041200,1
6.566538333892822,6.589031728260526,6.436976878860088,6.446274314040488,899620400,1
6.570438385009766,6.600728832585432,6.545545648262431,6.59832989448658,429889600,1
6.688601970672607,6.747983988233552,6.5347480155052615,6.547344140378251,920259200,1
6.743185997009277,6.762380704173214,6.69400116159621,6.7128955510370805,596218000,1
6.762980937957764,6.762980937957764,6.697600957197639,6.715296081004242,405700400,1
6.795971393585205,6.829860850904239,6.770478820733172,6.8190638269286445,416323600,0
6.713193893432617,6.762978151341623,6.605525610311856,6.75937994543978,493502800,1
6.73148775100708,6.747382963033785,6.6733054127890155,6.723390386597466,446908000,0
6.721593856811523,6.791472596944784,6.696101683017723,6.744986609164284,450956800,1
6.73748779296875,6.747984497751548,6.676305866750772,6.720991941506472,342109600,0
6.665510177612305,6.755183458237269,6.634919010009822,6.741687578649405,559445600,1
6.740487098693848,6.777976360460379,6.602528345223085,6.612125698743767,456419600,1
6.848756790161133,6.8613533209792985,6.7209943801194685,6.767180858938547,602431200,1
6.8790435791015625,6.9039363067453605,6.823259779701361,6.827159103798059,597780400,0
6.797471046447754,6.927032940506809,6.7854743523180066,6.925532953316888,542284400,1
6.924933433532715,6.956423552142521,6.854454061737121,6.866450755025055,640875200,1
6.969620227813721,7.014007199225766,6.94652779081478,6.987915588425506,540744400,1
7.0733866691589355,7.122272783937225,7.025400706617771,7.095880064073632,527310000,0
7.0478949546813965,7.0961812407623945,7.031700220924638,7.062591303171668,430659600,1
7.076985836029053,7.159760602199321,6.98041487507347,7.120173123205439,603145200,1
7.152565002441406,7.15316483713265,7.0409981524122935,7.0472968170940415,684507600,1
7.184056758880615,7.205050174668478,7.107879345927334,7.143868630740441,447017200,1
7.215845584869385,7.255433869385449,7.157662426925075,7.18435466739036,628502000,0
7.19635009765625,7.244035740845101,7.139067102123331,7.211045643009525,572989200,1
7.2515339851379395,7.25453395888767,7.211646186805629,7.240737763536199,334182800,1
7.26652717590332,7.289919915088085,7.252131151268424,7.263827520860806,333026400,1
7.270727634429932,7.281824974201377,7.23113935436052,7.253633550759477,306210800,1
7.368500709533691,7.372099717692547,7.319915701083926,7.356204498747965,404076400,1
7.46536922454834,7.468667913705977,7.363099449649447,7.371196814561529,376784800,0
7.419783115386963,7.53194976631049,7.334308699757461,7.454872232980954,750545600,0
7.409886837005615,7.434479253049474,7.250933882439991,7.408687167888978,566924400,0
7.335511684417725,7.475269985147989,7.286626350985965,7.453976250823801,738326400,1
7.774278163909912,7.805169244199803,7.669609032348244,7.761681637793724,982391200,1
7.991711616516113,8.000109299147635,7.68370342148167,7.744885736949949,793424800,1
8.122472763061523,8.162960390930973,8.00760725816962,8.037297864935027,796955600,0
8.082582473754883,8.17135555065534,8.043293726182423,8.153961156206334,479068800,0
7.858855247497559,8.032803332793996,7.81326940503885,8.0157084416601,709343600,0
7.845655918121338,7.917633656019195,7.690002468233541,7.895141063402628,758402400,1
8.056795120239258,8.097582276244731,7.857954331111302,7.888244780779376,558840800,0
7.830362319946289,8.114676731732782,7.827663464489451,8.076887950253141,542463600,1
7.988114356994629,8.034001303844924,7.884045055164737,7.912837116199361,454342000,0
7.758080005645752,7.896339025894718,7.700197990669506,7.884343139261129,723819600,0
7.677407264709473,7.741888283677536,7.459672107497788,7.588634145433915,883103200,0
